operations in pointgroup_D3d applied to CN9_oxygen, 2C3 , 2C3 , 3C2 , 3C2 , 3C2 , i , 2S6 , 2S6 , 3sigma_d , 3sigma_d , 3sigma_d , Average  
Symetry deviations in pointgroup_D3d , 26.577 , 26.556 , 34.739 , 1.009 , 20.071 , 49.856 , 7.504 , 7.521 , 4.538 , 43.498 , 12.346 , 21.292


