operations in pointgroup_C6 applied to CN9_oxygen, 2C6 , 2C6 , 2C6^2 , 2C6^2 , C2 , Average  
Symetry deviations in pointgroup_C6 , 19.237 , 19.227 , 19.247 , 19.259 , 0.061 , 15.406


