operations in pointgroup_D3h applied to CN9_oxygen, 2C3 , 2C3 , 3C2 , 3C2 , 3C2 , sigma_h , 2S3 , 2S3 , 3sigma_v , 3sigma_v , 3sigma_v , Average  
Symetry deviations in pointgroup_D3h , 0.049 , 0.049 , 0.017 , 0.026 , 0.061 , 0.01 , 0.053 , 0.053 , 0.01 , 0.023 , 0.025 , 0.034


