pointgroup_C2,0.017
pointgroup_C3,0.049
pointgroup_C4,2.042
pointgroup_C5,7.622
pointgroup_C6,15.406
pointgroup_D3,0.04
pointgroup_D3h,0.034
pointgroup_D3d,21.292
