operations in pointgroup_C5 applied to CN9_oxygen, 2C5 , 2C5 , 2C5^2 , 2C5^2 , Average  
Symetry deviations in pointgroup_C5 , 11.528 , 11.508 , 3.722 , 3.732 , 7.622


