operations in pointgroup_D3 applied to CN9_oxygen, 2C3 , 2C3 , 3C2 , 3C2 , 3C2 , Average  
Symetry deviations in pointgroup_D3 , 0.049 , 0.049 , 0.017 , 0.026 , 0.061 , 0.04


