operations in pointgroup_D3d applied to CN9_molecular, 2C3 , 2C3 , 3C2 , 3C2 , 3C2 , i , 2S6 , 2S6 , 3sigma_d , 3sigma_d , 3sigma_d , Average  
Symetry deviations in pointgroup_D3d , 0.088 , 0.088 , 6.322 , 6.361 , 6.361 , 30.809 , 30.496 , 30.5 , 20.099 , 20.076 , 20.133 , 15.576


