operations in pointgroup_C6 applied to CN9_molecular, 2C6 , 2C6 , 2C6^2 , 2C6^2 , C2 , Average  
Symetry deviations in pointgroup_C6 , 19.646 , 19.738 , 19.752 , 19.658 , 0.035 , 15.766


