pointgroup_C2,0.015
pointgroup_C3,0.051
pointgroup_C4,3.72
pointgroup_C5,10.543
pointgroup_C6,15.766
pointgroup_D3,0.043
pointgroup_D3h,3.362
pointgroup_D3d,15.576
