operations in pointgroup_C5 applied to CN9_molecular, 2C5 , 2C5 , 2C5^2 , 2C5^2 , Average  
Symetry deviations in pointgroup_C5 , 14.687 , 14.717 , 6.368 , 6.4 , 10.543


