operations in pointgroup_D3h applied to CN9_molecular, 2C3 , 2C3 , 3C2 , 3C2 , 3C2 , sigma_h , 2S3 , 2S3 , 3sigma_v , 3sigma_v , 3sigma_v , Average  
Symetry deviations in pointgroup_D3h , 0.051 , 0.051 , 0.015 , 0.035 , 0.063 , 6.109 , 6.151 , 6.152 , 6.109 , 6.118 , 6.133 , 3.362


