operations in pointgroup_D3 applied to CN9_molecular, 2C3 , 2C3 , 3C2 , 3C2 , 3C2 , Average  
Symetry deviations in pointgroup_D3 , 0.051 , 0.051 , 0.015 , 0.035 , 0.063 , 0.043


